event_id,market,fragment_side,calculation_resolution,source_granularity,source_origin,canonical_interval_start,canonical_interval_end,exact_pivot_time,exact_pivot_sequence_id,pivot_price,fragment_first_trade_time,fragment_last_trade_time,trade_count,base_volume,price_state_open,price_state_high,price_state_low,price_state_close,trade_price_path,signed_price_change,positive_price_step_count,negative_price_step_count,zero_price_step_count,sign_change_count,authoritative_fragment,volume_split_precision
E00321,futures,LEFT,5m,agg_trade,legacy_local_daily_aggtrades,2021-04-14T06:10:00+00:00,2021-04-14T06:15:00+00:00,2021-04-14T06:14:04.033000+00:00,427154952,64986.11,2021-04-14T06:10:00.108000+00:00,2021-04-14T06:14:04.033000+00:00,25202,5036.923,64133.38,64986.11,64112.59,64986.11,34475.79,852.73,14186,10740,275,6896,true,exact_atomic_record
E00321,futures,RIGHT,5m,agg_trade,legacy_local_daily_aggtrades,2021-04-14T06:10:00+00:00,2021-04-14T06:15:00+00:00,2021-04-14T06:14:04.033000+00:00,427154952,64986.11,2021-04-14T06:14:04.033000+00:00,2021-04-14T06:14:59.968000+00:00,3152,571.922,64986.11,64986.11,64778.35,64812.96,4114.29,-173.15,1395,1702,55,1082,true,exact_atomic_record
E00328,futures,LEFT,5m,agg_trade,legacy_local_daily_aggtrades,2021-05-10T04:05:00+00:00,2021-05-10T04:10:00+00:00,2021-05-10T04:05:58.170000+00:00,473822834,59654.00,2021-05-10T04:05:00.474000+00:00,2021-05-10T04:05:58.170000+00:00,2815,693.861,59513.69,59654.00,59512.70,59654.00,1692.95,140.31,1957,746,111,701,true,exact_atomic_record
E00328,futures,RIGHT,5m,agg_trade,legacy_local_daily_aggtrades,2021-05-10T04:05:00+00:00,2021-05-10T04:10:00+00:00,2021-05-10T04:05:58.170000+00:00,473822834,59654.00,2021-05-10T04:05:58.171000+00:00,2021-05-10T04:09:59.761000+00:00,7887,1490.372,59654.00,59654.00,59329.62,59329.62,5419.72,-324.38,3093,4410,384,2520,true,exact_atomic_record
E00344,futures,LEFT,5m,agg_trade,legacy_local_daily_aggtrades,2021-06-08T15:20:00+00:00,2021-06-08T15:25:00+00:00,2021-06-08T15:24:37.770000+00:00,580575935,30969.00,2021-06-08T15:20:00+00:00,2021-06-08T15:24:37.770000+00:00,56503,12744.675,31313.39,31323.57,30969.00,30969.00,47091.13,-344.39,26749,29623,130,18391,true,exact_atomic_record
E00344,futures,RIGHT,5m,agg_trade,legacy_local_daily_aggtrades,2021-06-08T15:20:00+00:00,2021-06-08T15:25:00+00:00,2021-06-08T15:24:37.770000+00:00,580575935,30969.00,2021-06-08T15:24:37.770000+00:00,2021-06-08T15:24:59.992000+00:00,5964,1308.243,30969.00,31094.56,30969.00,31084.04,5851.98,115.04,3144,2808,12,2055,true,exact_atomic_record
E00348,futures,LEFT,5m,agg_trade,legacy_local_daily_aggtrades,2021-06-22T13:55:00+00:00,2021-06-22T14:00:00+00:00,2021-06-22T13:55:28.677000+00:00,630048075,28780.01,2021-06-22T13:55:00.017000+00:00,2021-06-22T13:55:28.677000+00:00,8070,1699.617,28886.31,28922.60,28780.01,28780.01,7680.54,-106.30,3724,4340,5,2717,true,exact_atomic_record
E00348,futures,RIGHT,5m,agg_trade,legacy_local_daily_aggtrades,2021-06-22T13:55:00+00:00,2021-06-22T14:00:00+00:00,2021-06-22T13:55:28.677000+00:00,630048075,28780.01,2021-06-22T13:55:28.677000+00:00,2021-06-22T13:59:59.998000+00:00,84850,21068.214,28780.01,29700.00,28780.01,29236.32,134053.35,456.31,44624,40124,102,29132,true,exact_atomic_record
E00352,futures,LEFT,5m,agg_trade,legacy_local_daily_aggtrades,2021-07-26T01:00:00+00:00,2021-07-26T01:05:00+00:00,2021-07-26T01:01:57.802000+00:00,712415447,48168.60,2021-07-26T01:00:00.027000+00:00,2021-07-26T01:01:57.802000+00:00,182108,31045.421,36735.86,48168.60,36658.09,48168.60,1742035.10,11432.74,107898,74149,60,27687,true,exact_atomic_record
E00352,futures,RIGHT,5m,agg_trade,legacy_local_daily_aggtrades,2021-07-26T01:00:00+00:00,2021-07-26T01:05:00+00:00,2021-07-26T01:01:57.802000+00:00,712415447,48168.60,2021-07-26T01:01:57.802000+00:00,2021-07-26T01:04:59.998000+00:00,197311,21557.822,48168.60,48168.60,38578.24,38925.99,2564680.29,-9242.61,100973,96254,84,35146,true,exact_atomic_record
E00543,futures,LEFT,5m,agg_trade,legacy_local_daily_aggtrades,2026-01-14T20:10:00+00:00,2026-01-14T20:15:00+00:00,2026-01-14T20:11:46.467000+00:00,3054491161,97932.1,2026-01-14T20:10:00.003000+00:00,2026-01-14T20:11:46.467000+00:00,8388,1365.456,97584.4,97932.1,97551.4,97932.1,18699.9,347.7,5372,2752,263,1611,true,exact_atomic_record
E00543,futures,RIGHT,5m,agg_trade,legacy_local_daily_aggtrades,2026-01-14T20:10:00+00:00,2026-01-14T20:15:00+00:00,2026-01-14T20:11:46.467000+00:00,3054491161,97932.1,2026-01-14T20:11:46.474000+00:00,2026-01-14T20:14:59.827000+00:00,10010,668.163,97932.1,97932.1,97525.0,97577.2,3060.9,-354.9,3650,5887,473,1552,true,exact_atomic_record
